epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,695.698,0.66457,0.46084,0.86166,0.98485,0.98983,0.99477,0.88042,0.46891,0.33099,0.80055,0.000651573,0.000651573,0.000651573
68,705.614,0.61513,0.42856,0.86054,0.99005,0.9982,0.995,0.8925,0.42192,0.31861,0.80521,0.000648824,0.000648824,0.000648824
69,715.595,0.62036,0.43251,0.85614,0.97377,0.99588,0.9936,0.88948,0.463,0.32689,0.80723,0.000646075,0.000646075,0.000646075
70,725.616,0.64883,0.4419,0.85175,0.98878,0.99127,0.99498,0.87334,0.47935,0.35704,0.81044,0.000643326,0.000643326,0.000643326
71,735.815,0.62843,0.42958,0.85325,0.98109,0.99199,0.99475,0.87904,0.4799,0.32997,0.8049,0.000640577,0.000640577,0.000640577
72,745.721,0.64992,0.43928,0.86156,0.94545,0.99452,0.98588,0.86461,0.47752,0.32782,0.81009,0.000637828,0.000637828,0.000637828
73,755.811,0.64231,0.45502,0.85888,0.95793,0.96979,0.98916,0.87323,0.47313,0.3568,0.81262,0.000635079,0.000635079,0.000635079
74,765.717,0.62216,0.4246,0.85109,0.95667,0.9939,0.98562,0.86338,0.45968,0.31731,0.80554,0.00063233,0.00063233,0.00063233
75,775.765,0.62471,0.4268,0.86094,0.97705,1,0.995,0.89194,0.44335,0.33867,0.81738,0.000629581,0.000629581,0.000629581
76,785.742,0.63242,0.43457,0.85854,0.97069,1,0.99185,0.87552,0.48567,0.32407,0.81173,0.000626832,0.000626832,0.000626832
77,795.796,0.64536,0.43744,0.86265,0.97369,1,0.9917,0.87265,0.45475,0.31572,0.80427,0.000624084,0.000624084,0.000624084
78,805.8,0.60982,0.42283,0.8516,0.97993,0.99608,0.99449,0.88106,0.48741,0.32712,0.81262,0.000621335,0.000621335,0.000621335
79,815.715,0.63291,0.43805,0.84586,0.98543,0.99288,0.995,0.88801,0.46026,0.31789,0.80657,0.000618586,0.000618586,0.000618586
80,825.601,0.62032,0.42311,0.85056,0.97625,1,0.99313,0.90319,0.41689,0.31699,0.80155,0.000615837,0.000615837,0.000615837
81,835.535,0.62035,0.42446,0.85211,0.98754,1,0.995,0.87741,0.47539,0.32188,0.79986,0.000613088,0.000613088,0.000613088
82,845.497,0.60961,0.42507,0.84588,0.97748,0.99426,0.9946,0.90311,0.41013,0.30264,0.79641,0.000610339,0.000610339,0.000610339
83,855.617,0.62468,0.42057,0.8457,0.97205,1,0.99358,0.89582,0.42162,0.30882,0.8003,0.00060759,0.00060759,0.00060759
84,865.714,0.58304,0.40069,0.84484,0.98979,0.99817,0.995,0.87993,0.48819,0.31457,0.80553,0.000604841,0.000604841,0.000604841
85,875.816,0.59148,0.40933,0.84339,0.98671,1,0.995,0.88078,0.43521,0.30155,0.80132,0.000602092,0.000602092,0.000602092
86,885.762,0.61805,0.41612,0.84729,0.98245,0.99991,0.99153,0.8808,0.44392,0.30531,0.80139,0.000599343,0.000599343,0.000599343
87,895.846,0.61449,0.41163,0.85028,0.96519,0.99405,0.9871,0.87576,0.42592,0.30153,0.79787,0.000596595,0.000596595,0.000596595
88,905.961,0.61771,0.41931,0.84889,0.97751,0.99334,0.99336,0.90367,0.3825,0.28499,0.79233,0.000593846,0.000593846,0.000593846
89,915.995,0.59289,0.40806,0.84346,0.98319,0.99155,0.99378,0.90176,0.41523,0.30735,0.79755,0.000591097,0.000591097,0.000591097
90,926.083,0.59875,0.4055,0.84251,0.98004,1,0.99449,0.90239,0.41578,0.30035,0.79598,0.000588348,0.000588348,0.000588348
91,936.032,0.58002,0.40034,0.84151,0.97637,0.97024,0.98932,0.89374,0.40375,0.29042,0.79737,0.000585599,0.000585599,0.000585599
92,946.083,0.61318,0.41789,0.84484,0.99191,1,0.995,0.89028,0.43968,0.29951,0.80353,0.00058285,0.00058285,0.00058285
93,956.128,0.61389,0.42489,0.84872,0.99007,0.99849,0.995,0.89252,0.42638,0.29487,0.79665,0.000580101,0.000580101,0.000580101
94,966.071,0.59674,0.40983,0.84579,0.97979,1,0.99284,0.88992,0.43121,0.30275,0.80031,0.000577352,0.000577352,0.000577352
95,975.934,0.60222,0.40277,0.84706,0.98736,1,0.995,0.87701,0.46115,0.30436,0.79699,0.000574603,0.000574603,0.000574603
96,985.928,0.60365,0.41513,0.84594,0.98655,0.99405,0.99457,0.89427,0.40554,0.29131,0.79358,0.000571854,0.000571854,0.000571854
97,995.818,0.59558,0.40064,0.835,0.99216,0.98614,0.99449,0.90082,0.41951,0.29184,0.79407,0.000569106,0.000569106,0.000569106
98,1005.97,0.60079,0.41674,0.83768,0.98335,1,0.99498,0.89794,0.42206,0.29965,0.79432,0.000566357,0.000566357,0.000566357
99,1015.87,0.59351,0.41236,0.84068,0.95527,1,0.99315,0.90038,0.38556,0.29081,0.79209,0.000563608,0.000563608,0.000563608
100,1026,0.57743,0.3923,0.83634,0.9813,0.98941,0.99367,0.89565,0.43153,0.29172,0.79269,0.000560859,0.000560859,0.000560859
101,1035.93,0.58012,0.39909,0.83387,0.97478,1,0.99266,0.9133,0.40564,0.29396,0.79682,0.00055811,0.00055811,0.00055811
102,1045.99,0.5782,0.38693,0.84644,0.96778,0.98402,0.99449,0.90252,0.39818,0.28716,0.79336,0.000555361,0.000555361,0.000555361
103,1056.01,0.56382,0.38314,0.83637,0.99264,0.97136,0.994,0.90677,0.40985,0.29293,0.79206,0.000552612,0.000552612,0.000552612
104,1066.06,0.57526,0.38917,0.83572,0.98128,1,0.995,0.90139,0.40843,0.28695,0.79615,0.000549863,0.000549863,0.000549863
105,1076.04,0.5763,0.39931,0.84064,0.98699,0.99405,0.99457,0.8933,0.43089,0.29501,0.79343,0.000547114,0.000547114,0.000547114
106,1086.05,0.58291,0.39514,0.83334,0.98985,0.9935,0.995,0.90936,0.39493,0.27668,0.78909,0.000544365,0.000544365,0.000544365
107,1095.89,0.57051,0.3878,0.83215,0.97207,1,0.99369,0.89556,0.42419,0.29106,0.79654,0.000541617,0.000541617,0.000541617
108,1105.87,0.58917,0.40493,0.84395,0.98556,0.99405,0.99477,0.88585,0.43205,0.29315,0.79917,0.000538868,0.000538868,0.000538868
109,1115.7,0.54748,0.38057,0.83377,0.98459,0.99396,0.99211,0.90459,0.39304,0.28668,0.79244,0.000536119,0.000536119,0.000536119
110,1125.72,0.56001,0.38569,0.83494,0.98223,0.99355,0.99194,0.90097,0.38869,0.28782,0.79294,0.00053337,0.00053337,0.00053337
111,1135.58,0.57028,0.39429,0.83628,0.99016,0.97785,0.99477,0.90651,0.39514,0.28186,0.79482,0.000530621,0.000530621,0.000530621
112,1145.61,0.55845,0.37525,0.83107,0.9862,1,0.995,0.90396,0.4021,0.27802,0.79288,0.000527872,0.000527872,0.000527872
113,1155.73,0.57367,0.38675,0.83613,0.98317,0.99868,0.995,0.90251,0.39973,0.28202,0.79064,0.000525123,0.000525123,0.000525123
114,1165.75,0.55193,0.3827,0.84041,0.98362,0.9998,0.99341,0.90118,0.40456,0.28452,0.78993,0.000522374,0.000522374,0.000522374
115,1175.61,0.5707,0.38719,0.83186,0.98035,0.99405,0.99477,0.91026,0.40463,0.27758,0.79054,0.000519625,0.000519625,0.000519625
116,1185.69,0.5724,0.38675,0.83349,0.98896,0.99537,0.995,0.9061,0.4278,0.28604,0.79753,0.000516877,0.000516877,0.000516877
117,1195.78,0.57006,0.38191,0.83432,0.98646,0.99881,0.99477,0.90259,0.37916,0.27834,0.7911,0.000514128,0.000514128,0.000514128
118,1206.49,0.55426,0.36997,0.83028,0.98888,1,0.995,0.91576,0.38368,0.27527,0.79287,0.000511379,0.000511379,0.000511379
119,1217.17,0.55776,0.37476,0.83583,0.98258,1,0.995,0.91477,0.39873,0.28753,0.79408,0.00050863,0.00050863,0.00050863
120,1229.91,0.55781,0.37317,0.84121,0.98952,1,0.995,0.9115,0.39177,0.28584,0.79342,0.000505881,0.000505881,0.000505881
121,1241.8,0.55319,0.37997,0.82597,0.98186,0.99137,0.99438,0.90459,0.43572,0.29165,0.79606,0.000503132,0.000503132,0.000503132
122,1251.95,0.54677,0.37191,0.8347,0.984,0.99799,0.995,0.92106,0.37615,0.26964,0.78879,0.000500383,0.000500383,0.000500383
123,1262.11,0.54582,0.37389,0.82987,0.99262,0.99209,0.99477,0.9149,0.37286,0.27386,0.7903,0.000497634,0.000497634,0.000497634
124,1272.12,0.5502,0.38882,0.83796,0.98491,1,0.9942,0.91129,0.37014,0.27352,0.79144,0.000494885,0.000494885,0.000494885
125,1282.1,0.53644,0.37231,0.83138,0.98484,0.99637,0.99392,0.89789,0.40118,0.28757,0.79283,0.000492136,0.000492136,0.000492136
126,1292.09,0.53938,0.37489,0.8401,0.97536,0.99935,0.99402,0.91025,0.36159,0.26977,0.79008,0.000489387,0.000489387,0.000489387
127,1301.93,0.57519,0.38831,0.82784,0.98687,1,0.995,0.9012,0.40104,0.28287,0.79132,0.000486639,0.000486639,0.000486639
128,1312.12,0.56607,0.37333,0.84183,0.9861,0.99405,0.99477,0.91725,0.37717,0.27183,0.78881,0.00048389,0.00048389,0.00048389
129,1322.12,0.54092,0.37339,0.82613,0.99189,0.99837,0.995,0.90826,0.40334,0.28188,0.79288,0.000481141,0.000481141,0.000481141
130,1332.12,0.54647,0.36441,0.82693,0.99054,0.99255,0.99477,0.90546,0.36941,0.26218,0.79107,0.000478392,0.000478392,0.000478392
131,1342.11,0.52979,0.36049,0.82553,0.97672,0.9881,0.99272,0.91116,0.36534,0.26226,0.79008,0.000475643,0.000475643,0.000475643
132,1352.12,0.55034,0.37594,0.83076,0.98302,0.98521,0.99449,0.91121,0.3665,0.26942,0.79077,0.000472894,0.000472894,0.000472894
133,1362.1,0.5429,0.36602,0.8262,0.99138,0.98358,0.99449,0.91608,0.362,0.2616,0.78996,0.000470145,0.000470145,0.000470145
134,1372,0.54494,0.36839,0.82379,0.96933,0.99627,0.995,0.93331,0.34822,0.26061,0.79015,0.000467396,0.000467396,0.000467396
135,1381.88,0.551,0.36426,0.83664,0.97459,0.99492,0.995,0.91636,0.34999,0.25939,0.79131,0.000464647,0.000464647,0.000464647
136,1391.84,0.53956,0.3736,0.82849,0.98877,1,0.995,0.92602,0.36122,0.26659,0.78723,0.000461898,0.000461898,0.000461898
137,1401.74,0.54245,0.36527,0.82853,0.98001,0.9921,0.99457,0.91949,0.36421,0.26134,0.7885,0.00045915,0.00045915,0.00045915
138,1411.76,0.53191,0.36786,0.83866,0.98083,0.9896,0.995,0.91395,0.3632,0.26098,0.78893,0.000456401,0.000456401,0.000456401
139,1421.67,0.51702,0.3576,0.82539,0.99422,0.97619,0.99297,0.91628,0.36464,0.26308,0.79081,0.000453652,0.000453652,0.000453652
140,1431.66,0.54175,0.3629,0.8252,0.9912,1,0.995,0.91138,0.40728,0.27309,0.78881,0.000450903,0.000450903,0.000450903
141,1441.49,0.5282,0.35416,0.81836,0.99314,0.9867,0.99449,0.92461,0.35051,0.26483,0.78759,0.000448154,0.000448154,0.000448154
142,1451.62,0.52742,0.3583,0.82799,0.99013,0.9881,0.99427,0.91398,0.38801,0.26951,0.78912,0.000445405,0.000445405,0.000445405
143,1461.52,0.53651,0.36352,0.82275,0.98072,0.99813,0.99498,0.91447,0.36377,0.26627,0.79132,0.000442656,0.000442656,0.000442656
144,1471.41,0.51595,0.34289,0.81889,0.98926,1,0.995,0.92228,0.35166,0.25335,0.78819,0.000439907,0.000439907,0.000439907
145,1481.35,0.52371,0.34552,0.8305,0.98779,0.99962,0.995,0.92108,0.32868,0.25328,0.79038,0.000437158,0.000437158,0.000437158
146,1491.33,0.51818,0.3616,0.82508,0.99391,0.99339,0.99477,0.91635,0.34284,0.26267,0.7877,0.000434409,0.000434409,0.000434409
147,1501.28,0.52753,0.36498,0.82045,0.9928,1,0.995,0.9174,0.35809,0.26508,0.78694,0.000431661,0.000431661,0.000431661
148,1511.23,0.52511,0.36878,0.83178,0.98154,1,0.995,0.91755,0.35959,0.26358,0.78991,0.000428912,0.000428912,0.000428912
149,1521.09,0.51857,0.36088,0.82584,0.99102,1,0.995,0.91803,0.3483,0.25581,0.78836,0.000426163,0.000426163,0.000426163
150,1531.04,0.52873,0.36471,0.82759,0.9835,1,0.995,0.92993,0.32543,0.25494,0.78521,0.000423414,0.000423414,0.000423414
151,1540.94,0.54029,0.35481,0.82752,0.98397,1,0.995,0.9231,0.34532,0.25389,0.78792,0.000420665,0.000420665,0.000420665
152,1551.05,0.52699,0.36667,0.81954,0.97641,0.99573,0.995,0.92521,0.33535,0.25639,0.78721,0.000417916,0.000417916,0.000417916
153,1560.9,0.51032,0.34298,0.82199,0.98619,0.98938,0.995,0.92319,0.35468,0.25604,0.78921,0.000415167,0.000415167,0.000415167
154,1570.91,0.5295,0.36387,0.83483,0.99179,0.98991,0.995,0.92693,0.33981,0.25527,0.78643,0.000412418,0.000412418,0.000412418
155,1580.82,0.52315,0.35228,0.83227,0.98614,0.99405,0.99477,0.92463,0.33951,0.26269,0.78902,0.000409669,0.000409669,0.000409669
156,1590.92,0.4935,0.3461,0.82984,0.97699,0.9952,0.99442,0.92015,0.36189,0.26494,0.78974,0.00040692,0.00040692,0.00040692
157,1600.98,0.51379,0.35214,0.8234,0.98741,1,0.99498,0.92518,0.35546,0.25134,0.78779,0.000404172,0.000404172,0.000404172
158,1610.97,0.49621,0.34414,0.8182,0.98461,0.99479,0.995,0.91735,0.34234,0.24811,0.7869,0.000401423,0.000401423,0.000401423
159,1620.94,0.5205,0.35251,0.82324,0.98726,1,0.995,0.92475,0.35209,0.2597,0.78637,0.000398674,0.000398674,0.000398674
160,1631.05,0.53042,0.36272,0.82009,0.98728,1,0.995,0.92649,0.34308,0.25442,0.78558,0.000395925,0.000395925,0.000395925
161,1641.13,0.49834,0.34563,0.82733,0.98518,1,0.995,0.92342,0.3661,0.26291,0.78997,0.000393176,0.000393176,0.000393176
162,1651.04,0.50706,0.35621,0.82035,0.98334,0.99514,0.995,0.92717,0.32457,0.24751,0.78423,0.000390427,0.000390427,0.000390427
163,1660.95,0.49658,0.34446,0.81296,0.98252,0.99405,0.99477,0.92607,0.33657,0.25196,0.78585,0.000387678,0.000387678,0.000387678
164,1670.97,0.5148,0.36048,0.82557,0.99226,1,0.995,0.94428,0.32442,0.25327,0.78426,0.000384929,0.000384929,0.000384929
165,1680.94,0.50333,0.35537,0.8214,0.9878,0.99686,0.995,0.91931,0.36639,0.25987,0.78628,0.00038218,0.00038218,0.00038218
166,1691.03,0.50974,0.34939,0.82459,0.98572,1,0.995,0.92543,0.35266,0.2515,0.78573,0.000379431,0.000379431,0.000379431
167,1700.97,0.52409,0.35933,0.82744,0.98702,0.99722,0.995,0.91461,0.3708,0.26291,0.78448,0.000376683,0.000376683,0.000376683
168,1711.05,0.50298,0.34854,0.82387,0.98952,0.99593,0.99498,0.92523,0.33061,0.24684,0.78273,0.000373934,0.000373934,0.000373934
169,1721.01,0.49286,0.33873,0.81963,0.99357,0.99861,0.995,0.92513,0.34012,0.2535,0.7828,0.000371185,0.000371185,0.000371185
170,1731.43,0.4951,0.34758,0.81537,0.98449,0.99053,0.99477,0.92676,0.33521,0.24491,0.78301,0.000368436,0.000368436,0.000368436
171,1743.86,0.48073,0.33582,0.81874,0.99214,0.99819,0.995,0.92905,0.34259,0.24484,0.78321,0.000365687,0.000365687,0.000365687
172,1756.58,0.49869,0.34015,0.81997,0.99244,0.99535,0.995,0.92276,0.34818,0.24624,0.78457,0.000362938,0.000362938,0.000362938
173,1766.65,0.50786,0.34829,0.82271,0.99242,1,0.995,0.93857,0.33743,0.24907,0.78623,0.000360189,0.000360189,0.000360189
174,1776.81,0.49744,0.33196,0.81679,0.99366,1,0.995,0.92363,0.35208,0.25274,0.78493,0.00035744,0.00035744,0.00035744
175,1786.83,0.49189,0.33339,0.82176,0.99118,1,0.995,0.9209,0.34572,0.25193,0.7842,0.000354691,0.000354691,0.000354691
176,1796.79,0.5079,0.34625,0.81924,0.9962,1,0.995,0.92519,0.34692,0.25028,0.78372,0.000351942,0.000351942,0.000351942
177,1806.73,0.49775,0.34195,0.81906,0.99493,0.99992,0.995,0.93164,0.32875,0.24385,0.78343,0.000349194,0.000349194,0.000349194
178,1816.73,0.5005,0.34443,0.8172,0.99383,1,0.995,0.93661,0.33365,0.24652,0.78453,0.000346445,0.000346445,0.000346445
179,1826.67,0.47885,0.32299,0.82003,0.99374,1,0.995,0.93286,0.34176,0.24743,0.78772,0.000343696,0.000343696,0.000343696
180,1836.72,0.48019,0.33072,0.82458,0.99245,0.99856,0.995,0.92671,0.34902,0.25013,0.78407,0.000340947,0.000340947,0.000340947
181,1846.8,0.48589,0.33582,0.81531,0.98895,0.99524,0.995,0.92884,0.33544,0.24538,0.78259,0.000338198,0.000338198,0.000338198
182,1856.76,0.50243,0.34363,0.82531,0.98775,0.99478,0.995,0.93371,0.35227,0.245,0.78438,0.000335449,0.000335449,0.000335449
183,1866.6,0.49996,0.32947,0.81622,0.9907,1,0.995,0.93349,0.35629,0.24583,0.78587,0.0003327,0.0003327,0.0003327
184,1876.54,0.50041,0.34347,0.82012,0.99497,0.99049,0.995,0.92612,0.34646,0.24719,0.7844,0.000329951,0.000329951,0.000329951
