epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3663.91,0.47395,0.33,0.81899,0.99473,0.99212,0.99348,0.93361,0.32888,0.2217,0.7846,0.000335449,0.000335449,0.000335449
183,3684.02,0.46844,0.32662,0.81992,0.99414,0.99405,0.99387,0.92957,0.32584,0.22154,0.7857,0.0003327,0.0003327,0.0003327
184,3704,0.44278,0.32012,0.82814,0.99298,0.99405,0.99387,0.9324,0.3212,0.21896,0.78843,0.000329951,0.000329951,0.000329951
185,3724.03,0.47181,0.33927,0.82143,0.99279,0.99405,0.99328,0.93889,0.30736,0.21626,0.78261,0.000327202,0.000327202,0.000327202
186,3744.15,0.45595,0.324,0.82761,0.99258,0.99405,0.99375,0.93492,0.33675,0.21719,0.78788,0.000324453,0.000324453,0.000324453
187,3764.2,0.49113,0.3373,0.82104,0.99374,0.99405,0.99404,0.92663,0.33981,0.22175,0.78503,0.000321705,0.000321705,0.000321705
188,3784.17,0.45555,0.3115,0.81572,0.99606,0.99405,0.99477,0.93155,0.32989,0.22131,0.785,0.000318956,0.000318956,0.000318956
189,3804.36,0.46588,0.32552,0.82634,0.98886,0.99405,0.99438,0.92872,0.32097,0.22223,0.78345,0.000316207,0.000316207,0.000316207
190,3824.52,0.4606,0.32051,0.82069,0.98614,0.99173,0.99438,0.92837,0.35707,0.23262,0.78633,0.000313458,0.000313458,0.000313458
191,3844.73,0.47529,0.32372,0.82499,0.99035,0.99405,0.9942,0.92982,0.33692,0.21922,0.7864,0.000310709,0.000310709,0.000310709
192,3864.67,0.44124,0.31243,0.81756,0.99201,0.99212,0.99387,0.93191,0.31184,0.21863,0.78431,0.00030796,0.00030796,0.00030796
193,3884.44,0.45136,0.32055,0.81591,0.98508,0.99405,0.99375,0.93013,0.31514,0.22354,0.78394,0.000305211,0.000305211,0.000305211
194,3904.39,0.45013,0.32475,0.8204,0.9949,0.99405,0.99276,0.93934,0.30452,0.21246,0.78276,0.000302462,0.000302462,0.000302462
195,3924.3,0.44357,0.31188,0.8131,0.98849,0.99405,0.99339,0.93422,0.32084,0.22074,0.78211,0.000299713,0.000299713,0.000299713
196,3944.1,0.45152,0.31856,0.81631,0.99353,0.99405,0.99339,0.93395,0.32105,0.22284,0.78375,0.000296964,0.000296964,0.000296964
197,3964.21,0.46341,0.33326,0.82209,0.99274,0.99405,0.99318,0.92853,0.32867,0.2225,0.78447,0.000294216,0.000294216,0.000294216
198,3984.12,0.44841,0.32311,0.81927,0.98896,0.99405,0.9935,0.93245,0.3138,0.21754,0.78403,0.000291467,0.000291467,0.000291467
199,4004.2,0.44159,0.31266,0.81486,0.9929,0.99405,0.99404,0.94064,0.31704,0.21663,0.78449,0.000288718,0.000288718,0.000288718
200,4024,0.46262,0.32462,0.82134,0.99222,0.99405,0.99389,0.9292,0.32986,0.20961,0.78572,0.000285969,0.000285969,0.000285969
201,4044.03,0.42725,0.30151,0.8112,0.98363,0.99405,0.99389,0.92849,0.32366,0.21459,0.78377,0.00028322,0.00028322,0.00028322
202,4063.99,0.44567,0.3107,0.81834,0.99494,0.99405,0.99328,0.92391,0.32453,0.21562,0.78535,0.000280471,0.000280471,0.000280471
203,4083.95,0.45717,0.31401,0.81939,0.99644,0.99405,0.99438,0.93412,0.3109,0.21103,0.7836,0.000277722,0.000277722,0.000277722
204,4103.92,0.45621,0.3195,0.81549,0.98596,0.99042,0.99301,0.93814,0.31255,0.2109,0.78331,0.000274973,0.000274973,0.000274973
205,4123.85,0.45469,0.31184,0.81745,0.99627,0.99405,0.99477,0.94428,0.29487,0.20557,0.78331,0.000272224,0.000272224,0.000272224
206,4143.76,0.44168,0.31091,0.81408,0.99744,0.99405,0.99375,0.9375,0.30056,0.20679,0.78205,0.000269475,0.000269475,0.000269475
207,4163.83,0.42791,0.29667,0.81783,0.9963,0.99405,0.99389,0.92706,0.32867,0.21264,0.78382,0.000266727,0.000266727,0.000266727
208,4183.69,0.43339,0.30393,0.81555,0.99491,0.99405,0.99389,0.93679,0.31334,0.21414,0.78209,0.000263978,0.000263978,0.000263978
209,4203.75,0.44869,0.3186,0.81665,0.99558,0.99405,0.99362,0.9362,0.30871,0.21043,0.78224,0.000261229,0.000261229,0.000261229
210,4223.65,0.43833,0.30837,0.8127,0.99549,0.99405,0.99389,0.93542,0.31193,0.20365,0.78229,0.00025848,0.00025848,0.00025848
211,4243.62,0.43785,0.30978,0.81631,0.99346,0.99405,0.9935,0.93507,0.312,0.20873,0.78338,0.000255731,0.000255731,0.000255731
212,4263.43,0.45007,0.31029,0.82147,0.99663,0.99405,0.99389,0.93217,0.31926,0.21411,0.78471,0.000252982,0.000252982,0.000252982
213,4283.36,0.44132,0.30578,0.81237,0.99445,0.99405,0.9942,0.93404,0.31191,0.21022,0.78181,0.000250233,0.000250233,0.000250233
214,4303.02,0.44956,0.31966,0.82048,0.9946,0.99405,0.99404,0.92721,0.32353,0.21093,0.78296,0.000247484,0.000247484,0.000247484
215,4322.81,0.41877,0.29146,0.81264,0.9943,0.99405,0.99389,0.9379,0.29835,0.20652,0.78027,0.000244735,0.000244735,0.000244735
216,4342.68,0.44127,0.30962,0.81521,0.98846,0.99405,0.993,0.92825,0.31748,0.21264,0.78243,0.000241986,0.000241986,0.000241986
217,4362.49,0.43658,0.30727,0.82264,0.99085,0.99405,0.99375,0.93968,0.29376,0.2078,0.78173,0.000239238,0.000239238,0.000239238
218,4382.51,0.43238,0.31211,0.81715,0.99277,0.99405,0.99292,0.93686,0.31257,0.21102,0.78163,0.000236489,0.000236489,0.000236489
219,4402.35,0.44189,0.30923,0.81618,0.9948,0.99405,0.99404,0.9252,0.33023,0.20738,0.78102,0.00023374,0.00023374,0.00023374
220,4422.22,0.43385,0.30386,0.81808,0.99443,0.99405,0.99375,0.93281,0.31438,0.20454,0.78176,0.000230991,0.000230991,0.000230991
221,4441.99,0.44094,0.3062,0.81479,0.99599,0.99405,0.9942,0.93273,0.31753,0.20304,0.78167,0.000228242,0.000228242,0.000228242
222,4461.98,0.43259,0.30636,0.81722,0.99604,0.99405,0.99375,0.9362,0.29623,0.20236,0.7812,0.000225493,0.000225493,0.000225493
223,4481.81,0.43627,0.31041,0.81276,0.99436,0.99405,0.99375,0.93529,0.32309,0.20746,0.78067,0.000222744,0.000222744,0.000222744
224,4501.51,0.41752,0.29541,0.80551,0.99513,0.99405,0.99389,0.93103,0.31706,0.20326,0.78099,0.000219995,0.000219995,0.000219995
225,4521.24,0.43286,0.30246,0.81654,0.99568,0.99405,0.99477,0.93145,0.31622,0.20405,0.78136,0.000217246,0.000217246,0.000217246
226,4540.97,0.43086,0.30334,0.81385,0.99589,0.99405,0.99438,0.94084,0.312,0.20211,0.78177,0.000214497,0.000214497,0.000214497
227,4560.92,0.43049,0.29805,0.80995,0.9951,0.99405,0.9942,0.93848,0.30315,0.20117,0.782,0.000211749,0.000211749,0.000211749
228,4580.84,0.42542,0.29775,0.8144,0.9897,0.99405,0.99362,0.93258,0.30303,0.20318,0.78101,0.000209,0.000209,0.000209
229,4600.76,0.41473,0.29474,0.81147,0.99609,0.99405,0.99389,0.93316,0.319,0.20718,0.78208,0.000206251,0.000206251,0.000206251
230,4620.63,0.43154,0.30075,0.81705,0.99462,0.99405,0.99375,0.93723,0.31331,0.20497,0.77968,0.000203502,0.000203502,0.000203502
231,4640.52,0.42009,0.29188,0.80052,0.98796,0.9917,0.99389,0.93752,0.311,0.20174,0.78046,0.000200753,0.000200753,0.000200753
232,4660.48,0.4145,0.29878,0.80776,0.98888,0.99177,0.9942,0.94146,0.30583,0.20664,0.78015,0.000198004,0.000198004,0.000198004
233,4680.44,0.42291,0.29938,0.81446,0.98935,0.99405,0.99438,0.9336,0.30023,0.20349,0.77965,0.000195255,0.000195255,0.000195255
234,4700.25,0.43093,0.2972,0.80898,0.98954,0.99405,0.9942,0.9463,0.28601,0.20256,0.77772,0.000192506,0.000192506,0.000192506
235,4720.24,0.41099,0.2957,0.8117,0.9899,0.99405,0.99389,0.94559,0.29081,0.19946,0.77804,0.000189757,0.000189757,0.000189757
236,4740.08,0.42067,0.29949,0.81564,0.98802,0.99254,0.99375,0.94122,0.29734,0.19761,0.77933,0.000187008,0.000187008,0.000187008
237,4760.35,0.4115,0.28651,0.81365,0.99615,0.99405,0.99375,0.94011,0.29032,0.19881,0.77836,0.00018426,0.00018426,0.00018426
238,4780.04,0.42618,0.29581,0.80684,0.99689,0.99405,0.99389,0.93747,0.29615,0.2003,0.77869,0.000181511,0.000181511,0.000181511
239,4799.86,0.42665,0.29875,0.81082,0.99544,0.99405,0.99362,0.94429,0.29043,0.19876,0.77857,0.000178762,0.000178762,0.000178762
240,4819.7,0.42281,0.2896,0.80968,0.99623,0.99405,0.99362,0.94404,0.29068,0.19546,0.77664,0.000176013,0.000176013,0.000176013
241,4839.63,0.41384,0.29407,0.80819,0.98851,0.99405,0.99339,0.93597,0.30108,0.20157,0.77898,0.000173264,0.000173264,0.000173264
242,4859.49,0.41419,0.29231,0.80739,0.99508,0.99405,0.99404,0.93354,0.30093,0.19819,0.77806,0.000170515,0.000170515,0.000170515
243,4879.46,0.4225,0.29449,0.81378,0.99497,0.99405,0.99457,0.937,0.28988,0.19291,0.77784,0.000167766,0.000167766,0.000167766
244,4899.17,0.41381,0.28847,0.80576,0.98394,0.99405,0.99438,0.94091,0.28834,0.19551,0.77714,0.000165017,0.000165017,0.000165017
245,4919.13,0.41569,0.29003,0.80275,0.98968,0.99405,0.99389,0.94049,0.30701,0.19904,0.77821,0.000162268,0.000162268,0.000162268
246,4938.95,0.39734,0.28073,0.8098,0.98869,0.99405,0.99389,0.93924,0.29574,0.19744,0.77921,0.00015952,0.00015952,0.00015952
247,4959.09,0.4176,0.28937,0.80859,0.99129,0.99405,0.99457,0.93554,0.30058,0.19954,0.7787,0.000156771,0.000156771,0.000156771
248,4978.91,0.40654,0.2937,0.81004,0.98997,0.99249,0.99404,0.93496,0.30287,0.20551,0.77921,0.000154022,0.000154022,0.000154022
249,4998.77,0.39615,0.28074,0.8098,0.99749,0.99337,0.99404,0.93657,0.30064,0.20029,0.77794,0.000151273,0.000151273,0.000151273
250,5018.56,0.42257,0.30018,0.81314,0.99417,0.99405,0.9942,0.94551,0.28649,0.19572,0.7767,0.000148524,0.000148524,0.000148524
251,5038.52,0.40078,0.28294,0.81526,0.99679,0.99405,0.99328,0.93926,0.29682,0.20204,0.77809,0.000145775,0.000145775,0.000145775
252,5058.36,0.40803,0.28574,0.80795,0.9944,0.99299,0.99389,0.94403,0.29315,0.1944,0.77804,0.000143026,0.000143026,0.000143026
253,5078.17,0.39156,0.27744,0.81424,0.99597,0.99333,0.99404,0.93558,0.29903,0.19359,0.77718,0.000140277,0.000140277,0.000140277
254,5097.94,0.41569,0.28802,0.81333,0.99687,0.99405,0.99318,0.94384,0.28871,0.1916,0.77762,0.000137528,0.000137528,0.000137528
255,5117.84,0.40224,0.27848,0.8078,0.99728,0.99405,0.99362,0.94621,0.28455,0.19143,0.77792,0.000134779,0.000134779,0.000134779
256,5137.77,0.4057,0.27734,0.80518,0.99471,0.99405,0.99339,0.94207,0.29076,0.19042,0.77808,0.000132031,0.000132031,0.000132031
257,5157.59,0.39967,0.28072,0.80061,0.99472,0.99405,0.99339,0.94447,0.29018,0.19104,0.77727,0.000129282,0.000129282,0.000129282
258,5177.49,0.39677,0.27968,0.80933,0.9957,0.99405,0.9935,0.94791,0.27864,0.19016,0.7769,0.000126533,0.000126533,0.000126533
259,5197.4,0.40013,0.27793,0.80502,0.99528,0.99405,0.99309,0.94929,0.28038,0.18984,0.77785,0.000123784,0.000123784,0.000123784
260,5217.33,0.39637,0.27717,0.8014,0.99793,0.99405,0.99339,0.94311,0.27927,0.18731,0.77794,0.000121035,0.000121035,0.000121035
261,5237.02,0.39894,0.27625,0.80426,0.99608,0.99405,0.99375,0.94177,0.27899,0.18635,0.77778,0.000118286,0.000118286,0.000118286
262,5256.95,0.40468,0.27889,0.80714,0.99748,0.99405,0.99389,0.94338,0.296,0.18949,0.77894,0.000115537,0.000115537,0.000115537
263,5276.85,0.37952,0.26891,0.80567,0.9952,0.99405,0.99389,0.94584,0.28081,0.18757,0.77807,0.000112788,0.000112788,0.000112788
264,5296.79,0.39032,0.27741,0.79917,0.99754,0.99405,0.99362,0.944,0.29256,0.18536,0.77694,0.000110039,0.000110039,0.000110039
265,5316.83,0.40312,0.28378,0.81235,0.9955,0.99405,0.9942,0.94856,0.28033,0.18461,0.77643,0.00010729,0.00010729,0.00010729
266,5336.73,0.39558,0.28104,0.80832,0.9902,0.99405,0.9942,0.94312,0.29187,0.19098,0.77775,0.000104542,0.000104542,0.000104542
267,5356.91,0.39494,0.28005,0.80524,0.99151,0.99405,0.99438,0.94412,0.28094,0.18642,0.77721,0.000101793,0.000101793,0.000101793
268,5376.78,0.38691,0.27072,0.80437,0.98914,0.99405,0.99375,0.94648,0.28044,0.1843,0.77719,9.90437e-05,9.90437e-05,9.90437e-05
269,5396.76,0.40069,0.28439,0.79971,0.98857,0.99405,0.9942,0.94484,0.28205,0.18584,0.77647,9.62948e-05,9.62948e-05,9.62948e-05
270,5416.97,0.39043,0.28103,0.8141,0.9978,0.99405,0.9942,0.94455,0.27715,0.18465,0.77633,9.35459e-05,9.35459e-05,9.35459e-05
271,5437.03,0.39951,0.27958,0.80286,0.99783,0.99405,0.99375,0.94066,0.29517,0.18794,0.77645,9.0797e-05,9.0797e-05,9.0797e-05
272,5457.05,0.40516,0.28248,0.80248,0.99557,0.99405,0.99389,0.93834,0.29858,0.18806,0.77725,8.80481e-05,8.80481e-05,8.80481e-05
273,5477.14,0.37699,0.26599,0.80638,0.99546,0.99405,0.99375,0.94699,0.2754,0.18313,0.77646,8.52992e-05,8.52992e-05,8.52992e-05
274,5497.08,0.37074,0.26152,0.80112,0.99734,0.99405,0.99404,0.94461,0.29094,0.18579,0.7772,8.25503e-05,8.25503e-05,8.25503e-05
275,5517.28,0.40624,0.28286,0.81049,0.99758,0.99405,0.99375,0.94843,0.26977,0.17732,0.77576,7.98014e-05,7.98014e-05,7.98014e-05
276,5537.05,0.38429,0.26664,0.79716,0.99781,0.99405,0.99362,0.94479,0.28777,0.18456,0.77697,7.70525e-05,7.70525e-05,7.70525e-05
277,5557.12,0.38102,0.27054,0.80991,0.99764,0.99405,0.99375,0.94346,0.27745,0.18395,0.77682,7.43036e-05,7.43036e-05,7.43036e-05
278,5576.97,0.37538,0.26468,0.80611,0.99587,0.99405,0.99339,0.94435,0.28862,0.18396,0.77736,7.15547e-05,7.15547e-05,7.15547e-05
279,5596.82,0.39232,0.27856,0.80162,0.99691,0.99405,0.99375,0.94634,0.27886,0.17903,0.77606,6.88058e-05,6.88058e-05,6.88058e-05
280,5616.75,0.37789,0.27184,0.81269,0.99814,0.99405,0.99438,0.94723,0.27543,0.1797,0.77502,6.60569e-05,6.60569e-05,6.60569e-05
281,5636.79,0.38416,0.27242,0.8113,0.9966,0.99405,0.99389,0.94728,0.28036,0.18055,0.77573,6.3308e-05,6.3308e-05,6.3308e-05
282,5656.69,0.38279,0.2774,0.80903,0.99621,0.99405,0.99375,0.94429,0.28283,0.18073,0.77658,6.05591e-05,6.05591e-05,6.05591e-05
283,5676.65,0.38395,0.27295,0.80649,0.99183,0.99405,0.99362,0.94707,0.28104,0.17883,0.77659,5.78102e-05,5.78102e-05,5.78102e-05
284,5696.43,0.39995,0.27039,0.8069,0.99769,0.99405,0.9942,0.94598,0.279,0.17927,0.77607,5.50613e-05,5.50613e-05,5.50613e-05
285,5716.45,0.37516,0.27149,0.80893,0.99773,0.99405,0.99375,0.94418,0.2838,0.18251,0.77638,5.23124e-05,5.23124e-05,5.23124e-05
286,5736.23,0.36601,0.25706,0.79573,0.99773,0.99405,0.99318,0.94054,0.28238,0.18178,0.77618,4.95635e-05,4.95635e-05,4.95635e-05
287,5756.1,0.38035,0.26105,0.8045,0.9978,0.99405,0.99328,0.94406,0.28811,0.18549,0.77656,4.68146e-05,4.68146e-05,4.68146e-05
288,5775.87,0.37316,0.26044,0.80599,0.99802,0.99405,0.99375,0.94894,0.27809,0.18059,0.77654,4.40657e-05,4.40657e-05,4.40657e-05
289,5795.69,0.37171,0.25866,0.8095,0.99623,0.99405,0.99362,0.9452,0.28268,0.18109,0.7758,4.13168e-05,4.13168e-05,4.13168e-05
290,5815.69,0.38012,0.27006,0.80278,0.99767,0.99405,0.99328,0.94688,0.27804,0.1817,0.77532,3.85679e-05,3.85679e-05,3.85679e-05
291,5867.7,0.38005,0.25003,0.7841,0.99125,0.99405,0.99276,0.93845,0.27903,0.17812,0.77506,3.5819e-05,3.5819e-05,3.5819e-05
292,5887.4,0.34624,0.22993,0.77783,0.98856,0.99405,0.993,0.93813,0.27906,0.17988,0.77518,3.30701e-05,3.30701e-05,3.30701e-05
293,5907.22,0.36309,0.24839,0.78597,0.98861,0.99405,0.99292,0.93933,0.28874,0.18373,0.77612,3.03212e-05,3.03212e-05,3.03212e-05
294,5927.18,0.35481,0.23759,0.78593,0.98832,0.99405,0.99284,0.94471,0.28747,0.18437,0.77608,2.75723e-05,2.75723e-05,2.75723e-05
295,5947.05,0.34643,0.22903,0.7785,0.98809,0.99405,0.99256,0.94228,0.28894,0.18284,0.77616,2.48234e-05,2.48234e-05,2.48234e-05
296,5966.7,0.36475,0.23607,0.78728,0.98739,0.99405,0.99131,0.94222,0.29042,0.18264,0.77598,2.20745e-05,2.20745e-05,2.20745e-05
297,5986.53,0.35864,0.23442,0.78939,0.9873,0.99405,0.99122,0.94135,0.28083,0.18044,0.77542,1.93256e-05,1.93256e-05,1.93256e-05
298,6006.42,0.36985,0.24718,0.78308,0.98732,0.99405,0.99125,0.94753,0.27556,0.17633,0.7753,1.65767e-05,1.65767e-05,1.65767e-05
299,6026.29,0.34416,0.23025,0.79386,0.98788,0.99405,0.993,0.94171,0.27731,0.17858,0.77523,1.38278e-05,1.38278e-05,1.38278e-05
300,6045.95,0.36212,0.24179,0.78572,0.9879,0.99405,0.99309,0.94033,0.2772,0.17833,0.77489,1.10789e-05,1.10789e-05,1.10789e-05
